Column1,Unnamed: 0,No.,Comment,Label
7895,7895,7896,river_tấu hài vãi cặc,2
1856,1856,1857,"game rác , nghỉ mẹ đi",1
4702,4702,4703,vl khinh suyễn,1
4272,4272,4273,rpk chiến vl,1
779,779,780,xiên,0
5478,5478,5479,chết_vậy,0
5372,5372,5373,đánh xulong,0
2722,2722,2723,vl tiệp,1
5507,5507,5508,kẹt team lắm,0
4743,4743,4744,win dell,1
516,516,517,"k tiền  chả_vậy , mấy team esports vn nghèo mù",0
4655,4655,4656,vang bth ma,0
3280,3280,3281,cac = ) ) ),1
2553,2553,2554,"thầy beo , thầy neo tự_hào",0
7235,7235,7236,tưởng acc . đánh ae ng 1 game vui,1
3445,3445,3446,blast,0
81,81,82,? ? ? ve_cl a `,1
4273,4273,4274,rửa_tiền 200 tr,0
1745,1745,1746,elsu vãi,1
2217,2217,2218,nak aya win chặt,0
1953,1953,1954,hq bảo m non,0
1645,1645,1646,bắn chung_kết chửi người_ta,0
1851,1851,1852,game 3 đài xác nhập bingchiling,0
6407,6407,6408,đấm vỡ mồm bọn cù_lao,2
5579,5579,5580,buồn mid,0
1801,1801,1802,fl trùm map đqs,0
7724,7724,7725,sân_khấu đẹpp,0
423,423,424,5 vs 2,0
787,787,788,lì,0
7449,7449,7450,2 mid tốn lính \,0
2360,2360,2361,pe kẹp,0
4987,4987,4988,gam dắt dắt z,2
3024,3024,3025,"bắn xong , quán uống bia mực nướng",0
1357,1357,1358,bắn giết mdh,0
3492,3492,3493,farm am gỏi,0
6319,6319,6320,đánh chậm đi fma,0
7197,7197,7198,: v thủy_long đẹp an,0
5053,5053,5054,dõ,0
1240,1240,1241,3 thg lùa 4 thg chạy tró,2
5079,5079,5080,đấy ff đi,0
4283,4283,4284,s1mp béoo,2
6660,6660,6661,ad đi,0
3361,3361,3362,đánh,0
8067,8067,8068,xuống nhánh thua,0
730,730,731,đc 2 slot ngon,0
4364,4364,4365,slark 117 tối zồi,0
2262,2262,2263,nghĩ soad tù lại 1 ình vô ướp bùa,0
1683,1683,1684,đcm mấy đứa ảo ?,2
924,924,925,bớt nói chung ha,0
7611,7611,7612,chửi bá điền c,0
4791,4791,4792,vãi lồn bọn garena chia team,1
5998,5998,5999,r trúng nautilus kêu hụt = ) ) replay đi mấy th ngu,2
2953,2953,2954,am hèn awesome,0
230,230,231,"kẹ mịa đi , mấy bọn ban xong",2
7528,7528,7529,toàn tâm_lý,0
434,434,435,derke covid,0
3752,3752,3753,"ping am hả , ác quá_vậy",0
2906,2906,2907,5 chả bắn g2,0
1609,1609,1610,comment toxic,0
3733,3733,3734,killerawesome,0
5544,5544,5545,lee đánh gank bot,0
3909,3909,3910,misa 11k ?,0
7824,7824,7825,thua chất tướng,0
1680,1680,1681,đẩy view đi mn,0
4992,4992,4993,thôi rút kn vcs bố tiếp,0
3493,3493,3494,farm lắm xong đâm_đầu zô silent,0
7670,7670,7671,gagas giao_tranh ngon,0
4191,4191,4192,phá tí thua m,0
7254,7254,7255,đầu_tư 1 pc lol bn,0
5983,5983,5984,trượt ?,0
6388,6388,6389,con_mẹ thằng bá_điền,2
3707,3707,3708,thư_viện rio,0
4600,4600,4601,try hard_thế,0
1386,1386,1387,best elsu,0
5435,5435,5436,thằng lol xerath,2
3757,3757,3758,làm sven đỏ + 25mmr off mấy gà,0
440,440,441,lên mạng tra,0
3928,3928,3929,mr hổ chết ko ngừng_nghỉ,0
3370,3370,3371,đặt cam,0
2604,2604,2605,toàn thái_con,0
2654,2654,2655,ùa @ trai nông_thôn,0
6542,6542,6543,rác ad,2
1236,1236,1237,3 đường ko đc trụ . quá ao_trình,0
1177,1177,1178,hình_như kill 2 a vizz k,0
4067,4067,4068,nghỉ_ngơi tạ,0
3993,3993,3994,ngài kênh trash pressing awesome,0
5361,5361,5362,óc bò,1
2275,2275,2276,"vn thay_vì ủng_hộ , cảm_thông đại_diện đi thi_đấu đi đi so_sánh kiểu , chê chê kia . haiz",0
2754,2754,2755,fish đừng lên_mặt_nạ berith,0
7317,7317,7318,trai bao,1
6169,6169,6170,mid lv 14,0
4809,4809,4810,đi rừng kiểu não cứt,2
6795,6795,6796,"gậy lao đập lưng loud , lulu cầm gậy nidale phóng lao má cười ỉa = ) ) ) ) ) ) ) ) ) ) )",0
3104,3104,3105,bye diffu 2p,0
2042,2042,2043,ko thể_lực,0
2014,2014,2015,khác_biệt lắm,0
3760,3760,3761,ngài âm mạng : v,0
113,113,114,? ? ? mày đá hả,2
6016,6016,6017,"garena dư đoán quà , ham tụi rito chi bug hack tool tràn_lan",0
3044,3044,3045,"béo , mắc",1
4016,4016,4017,"ngài ko hợp đánh mấy out meta . cứ slark , sven xanh mà_quất",0
7880,7880,7881,"bốc_thăm điêu khiếp , xoay xoay cầu công_bằng",0
3901,3901,3902,mic,0
5033,5033,5034,anti chui hang r nè,0
5813,5813,5814,,0
357,357,358,dậy múa đi,0
27,27,28,"nch ngu vl , ko ko đc chê , khen bợ_đít bọn , ngu ơii , ai_bảo tư_duy tư_duy cứt",2
1191,1191,1192,big baam mải đỉnh vizzz mải cháy @ @,0
3303,3303,3304,csgo 2 nao ae,0
6255,6255,6256,tao nhảy tao sp đc,0
2964,2964,2965,am sờ ngài cook,0
6161,6161,6162,a_zi đọc a chư lồn má thằng blv,2
7538,7538,7539,fan se gam đánh ưng vãi lồn . . win đần ác,1
5786,5786,5787,chó cứt ngon,1
2180,2180,2181,mc lyly mặc kín ) ) hơi đen haha,2
2766,2766,2767,ngóp chửi fl,0
4645,4645,4646,vailozz zues hịt,1
1344,1344,1345,bắn nhát thỏ,0
6467,6467,6468,chunig mày giao_tranh bot đi,0
6957,6957,6958,toàn game nhân_phẩm = ) ) ),0
2538,2538,2539,thane đánh láo,0
5990,5990,5991,nagao ngơ vãi lồn,1
6621,6621,6622,gấp,0
1394,1394,1395,binh chịlinh,0
4161,4161,4162,octarine,0
7832,7832,7833,"bình_luận vô_nghĩa , 1 mớ xong : ) ) ) )",0
5682,5682,5683,chạy đi ?,0
4437,4437,4438,team đéo set up bắn,1
1392,1392,1393,t chửi cụp đuôi đ dám hó_hé,1
4120,4120,4121,chém mana vl,1
8072,8072,8073,nhánh thua thắng tiếp ae,0
2843,2843,2844,13 ' manta,0
6949,6949,6950,team siếc rạp hạng 7 : ) ) ),0
4278,4278,4279,rush tĩnh,0
6483,6483,6484,tao 1,0
2150,2150,2151,"mấy bắn bắn , cào phím c",0
981,981,982,có,0
2968,2968,2969,ame kia rank 1x,0
5504,5504,5505,,0
850,850,851,viết thư xin_lỗi thoii,0
4572,4572,4573,tp vc,1
4996,4996,4997,team tạ,2
5808,5808,5809,streamer tuyển_thủ = ) ) ) ) ) ) ),0
3741,3741,3742,ko diffu massage chết,0
3642,3642,3643,hộ_giá ngài,0
1493,1493,1494,căng vđ,1
1981,1981,1982,humm chê fl nhá hq,0
6159,6159,6160,vc đéo chat all,1
3339,3339,3340,đáh ko onmi lmao,0
3888,3888,3889,medu 20p manta butter : v,0
1959,1959,1960,hq đoạt cúp 8v 0kill,0
6559,6559,6560,dabg vkc,1
6997,6997,6998,nghien la toang roi,0
2670,2670,2671,vãi gấu cx spam : ) ),0
4608,4608,4609,tự_tế,0
6313,6313,6314,ayza,0
7696,7696,7697,đánh v ff đi,0
5729,5729,5730,đéo,1
2795,2795,2796,""" "" = ] ]",0
3246,3246,3247,ame bro,0
3317,3317,3318,cưới đấy,0
5144,5144,5145,tui pick land ad,0
2530,2530,2531,thả trúng k,0
4311,4311,4312,trượt đc \,0
7705,7705,7706,ván 3 nhây xong thua cười ỉa,0
7391,7391,7392,game v ma_thua a,0
5214,5214,5215,toàn feed chủ_lực jdg đánh cặc,1
5932,5932,5933,đừng cướp,0
4027,4027,4028,ngài massage vl,1
3652,3652,3653,hơi nhạt,0
3943,3943,3944,na flash,0
7360,7360,7361,virtualhugvirtualhug,0
6902,6902,6903,người ko sung : ) ),0
6373,6373,6374,địt_mẹ chúng_mày bán_độ lộ lắm mấy chó / ) ) ),2
3193,3193,3194,tank cầm dao \,0
5484,5484,5485,,0
2966,2966,2967,am : ) ),0
2769,2769,2770,ye,0
4778,4778,4779,yougotthis,0
1969,1969,1970,hq vclll ko đi săn,1
2291,2291,2292,iiiiii,0
3524,3524,3525,g2 tuần bắn,0
7547,7547,7548,: ) gg thua,0
5303,5303,5304,đánh đánh mẹ đi flame,1
1983,1983,1984,hương ly . ko lạnh .,0
7793,7793,7794,hảo lạc_quan,0
5869,5869,5870,bố mày nhẹ_nhàng,0
7727,7727,7728,bet site v,0
3868,3868,3869,mấy bắn sung,0
4198,4198,4199,phũ vl,1
4339,4339,4340,shox mặc quar áo titan xịn_thế,0
6430,6430,6431,cay,0
6536,6536,6537,chat ẳng suốt đầu game h,1
3724,3724,3725,khong kheo ns va kotl la smuft cua nigma,0
1458,1458,1459,bro gọi sgp đbrr,2
2923,2923,2924,adu meduaa,1
1633,1633,1634,sợ lo ta thần thua . đanh mặt,0
6608,6608,6609,thi_đấu vui kkkkk,0
3048,3048,3049,bet nửa emerald karambit,0
333,333,334,não to_thế,0
6966,6966,6967,vl fa âm,1
2270,2270,2271,ngta bắn tụi m bắn đấy phán,0
1554,1554,1555,cmm lm t tốn chat m metachi,1
5628,5628,5629,rồng,0
3353,3353,3354,đánh phá game ngài : v,2
3847,3847,3848,manta divine mới_khỏe,0
3628,3628,3629,hét cc town,1
4241,4241,4242,ráng bú lvl 6,1
1186,1186,1187,chan bath r,0
623,623,624,ủa_vậy chuyên_gia highlight jett đội : v,0
7148,7148,7149,nhắc hình_ảnh hiện : ) ),0
6876,6876,6877,game kinh_dị hả,0
7909,7909,7910,chuyên_nghiệp ác + 100,0
1541,1541,1542,chuẩn le,0
8054,8054,8055,1 pha win,0
636,636,637,jamppi bay,0
3897,3897,3898,medusa lv 14 ngài lv 11,0
7650,7650,7651,sylas chỗ,0
7067,7067,7068,xây_dựng,0
7091,7091,7092,vô_địch,0
2939,2939,2940,hổ z,0
6675,6675,6676,đăng_ký kênh bảo thằng bình viên im mồm,2
5201,5201,5202,đụ má mày ngu,2
7490,7490,7491,bảo vcs đéo bh chuyên_nghiệp khu_vực tự_ái : ) ) ? ? ?,2
7209,7209,7210,rừng meta đánh ổn a,0
1530,1530,1531,chú ri_tắt mic đi,0
254,254,255,màn_hình mờ vl : ) ),1
7765,7765,7766,"zeri , win = ) )",0
3511,3511,3512,free xong lose awesome,0
2245,2245,2246,newk ko hẳn call . chủ_yếu team bắn team,0
3568,3568,3569,ng ta dota2protracker check r,0
7956,7956,7957,"bo5 1 game bé , game thua",0
2930,2930,2931,ae tý đi,0
6012,6012,6013,o đẩy đi,0
7585,7585,7586,"blv hải_dương kém vãi hàng , đọc skill sai",2
384,384,385,csgo lửa chặn ruah game phi_qua smoke bt : v,0
4435,4435,4436,team connect vl,1
4641,4641,4642,vãi = ) ) bắn chết ? awesome,1
2725,2725,2726,vm vô dịch quốc_nội thái : ) ),0
1377,1377,1378,báo thủ,0
1876,1876,1877,lắm đài tiếng việt,0
2556,2556,2557,thay gấp 2 thắng blv,2
7532,7532,7533,ưng lắm,0
2197,2197,2198,mega kill ko aya h aya nổi : ),0
7580,7580,7581,lpl tuoi lồn,2
1424,1424,1425,blv tao cay r nhá,0
7993,7993,7994,bá_điền - khán_giả !,0
3857,3857,3858,massdusa = ) ) ) ),0
1380,1380,1381,bát blv hữu trung,0
2279,2279,2280,vô_địch top 11 evos top 9,0
5022,5022,5023,bé đần,2
2417,2417,2418,rep ghê_vl,1
7746,7746,7747,4h30 đánh nhen mn,0
848,848,849,ngài jampiiii   ‍ ♀   ‍ ♀   ‍ ♀   ‍ ♀   ‍ ♀,0
3045,3045,3046,béo vkl simple = ) ),2
4719,4719,4720,vs giáo . ngài,0
1042,1042,1043,tiền,0
3052,3052,3053,cướp stone gaze,0
3107,3107,3108,ca_sỹ tí_awesome,0
722,722,723,slot tranh latam vs br mai ké dc apac thành 3 1,0
7069,7069,7070,2 cầu,0
7922,7922,7923,2 mid tele ác,0
1666,1666,1667,darkness gamer bot,0
4150,4150,4151,nyx p3 hả awesome,0
687,687,688,neft vandal - 149 may_ra phantom nc_đấu phantom,0
5655,5655,5656,xijn nhẹ game,0
1277,1277,1278,ae quân_đoàn cbi 2 ảnh giật giật,0
1731,1731,1732,đừng gục,0
901,901,902,jungcook ns tiếng việt hả ae,0
2166,2166,2167,mấy pe top đầu đuối,0
2552,2552,2553,ana hime gánh tởm,0
6345,6345,6346,quên tắt chỗ opng,0
2756,2756,2757,xin nhắc lại : vasto mundo là đại_diện đến từ bồ đào nha  ,0
3911,3911,3912,mkb crit đi bf cc ngài,1
6668,6668,6669,m đóng_băng_thế,0
372,372,373,6 mạng thua lmao,0
1005,1005,1006,ô duc7 bắn_àd,0
5031,5031,5032,guma bố,0
5699,5699,5700,tank đi,0
4078,4078,4079,: _ ),0
45,45,46,dung cúc,0
195,195,196,sợ vcl,1
393,393,394,chứ đứa 1 site bắn,0
4504,4504,4505,thịt 2 sp,0
6968,6968,6969,shopee siêu sale_âm,0
1663,1663,1664,đánh chán,0
2929,2929,2930,ae ngài flex mic awesome,0
1281,1281,1282,ahq z,0
6988,6988,6989,form ktx khu a_dhqg,0
307,307,308,gacha xui vl : ( (,1
3131,3131,3132,can u feel me ?,0
7089,7089,7090,kiểu hoang_mang,0
7061,7061,7062,cầu dát vàng,0
6690,6690,6691,xong,0
2883,2883,2884,3 ice ko pick,0
3166,3166,3167,chạy liệt vl,1
4886,4886,4887,dell,1
5402,5402,5403,ao ? that . day ',0
7873,7873,7874,xếp lịch z đội thua đánh liên_tục lun,0
6321,6321,6322,đợi mid khỏe gánh,0
5758,5758,5759,a7 feed đừng chửi tội a7 : ) ) ),0
5168,5168,5169,late,0
2498,2498,2499,t gin sama,0
3833,3833,3834,mặc chạy chậm,0
4222,4222,4223,lead ... ly trà_đây,0
4393,4393,4394,start 16000 tiền ah : ) ),0
7911,7911,7912,sếp nhẹ_tay : ) ),0
6242,6242,6243,mày đi,0
4104,4104,4105,nhinf game thay di_roi,0
7816,7816,7817,đm_game,1
7110,7110,7111,xong trận team đi,0
4077,4077,4078,chó hưởng,0
6130,6130,6131,rừng gank lane,0
1999,1999,2000,jiyei yiro : ),0
6713,6713,6714,r,0
3533,3533,3534,game win đc ko quạc đực ?,0
6325,6325,6326,ad ngu đấy đánh lồn,2
5228,5228,5229,đụ má rito,2
4,4,5,nip to vcl,1
6544,6544,6545,thằng lồn sp,2
1954,1954,1955,hq kẹp nguy_cơ twfo chạy bo chỗ an_toàn,0
8048,8048,8049,lịt pẹ thằng oner đánh mấy bảo_kê đi cầm cary game oẳng,2
7080,7080,7081,chán pubg hoài,0
5723,5723,5724,viktor xanh,0
497,497,498,1 gam thống_trị giải chả coi,0
1274,1274,1275,ae bình_tĩnh bê ô 5,0
5363,5363,5364,mày,0
5884,5884,5885,top s5,0
703,703,704,chuẩn,0
346,346,347,giờ thua pistol thua : v,0
5466,5466,5467,vô_danh ' 2,0
3146,3146,3147,cast pubstorm vang vãi,0
7446,7446,7447,"gam top 4 đội rời giải , top 1 : ) ) sợ ae ; ) )",0
7378,7378,7379,stream hả . . stream khung .,0
2070,2070,2071,dc 10k nhóc,0
3902,3902,3903,mic vang đau_đầu vãi,1
6356,6356,6357,tự_nhiên lao đánh,0
1607,1607,1608,coi bắn giải coi đi mấy chửi,0
4169,4169,4170,omi bara tí dí đấm : ) ),0
3737,3737,3738,ko chết haha,0
3571,3571,3572,giọng clg đấy,1
914,914,915,ban o dau gia nhiu,0
819,819,820,coach liquid nhàn vl đầu giò toàn : ) ) ) ),0
343,343,344,h bắn_k nổi,0
1262,1262,1263,ad thua 1k vàng,0
7790,7790,7791,ko sợ wukong,0
4355,4355,4356,simple mù chết r,0
1271,1271,1272,adc đánh ko : ),0
4766,4766,4767,link đi ngài awesome,0
1759,1759,1760,evos mai mới_đấu,0
2201,2201,2202,metachi thằng thái_lan,0
1985,1985,1986,im đi mấy thằng đài tiếng việt,2
467,467,468,rould : v,0
1724,1724,1725,duma nanb,2
3199,3199,3200,bé đần,1
5585,5585,5586,mù,1
6121,6121,6122,đỉnh,0
8076,8076,8077,ruler trận dánh,0
1575,1575,1576,co len jiro,0
1273,1273,1274,adu bângg múa nakroth,1
1229,1229,1230,"2 coi giải ff , đọc cmt nãy_giờ lắm drama phết kkk",0
5491,5491,5492,"mấy vl , vui chọc , khóc mẹ",1
980,980,981,thi_đấu,0
5666,5666,5667,đi vòng cướp,0
5396,5396,5397,chấp tốc biến bay bụi,0
7626,7626,7627,tránh dc vcs kìa,0
6197,6197,6198,đạp bom,0
7720,7720,7721,g2 niềm tự_hào châu âu,0
7092,7092,7093,mũ,0
2855,2855,2856,2 2 giáp solo,0
313,313,314,báoooo vãi,1
2746,2746,2747,wow : ) moshi đầu chất nhể,0
6814,6814,6815,lồn đấy,1
5178,5178,5179,t deef mid,0
6793,6793,6794,khủng_khiếp,0
916,916,917,jungkook hôm_nay kênh lộc live z,0
2653,2653,2654,tutu 7 ván ae bình_tĩnh,0
4510,4510,4511,đi,0
6563,6563,6564,tao r,0
7487,7487,7488,chung_kết trung hàn_r,0
5456,5456,5457,cắm amt,0
5837,5837,5838,ngu chó cứt,1
5700,5700,5701,tao tank,0
6271,6271,6272,báoo,0
7231,7231,7232,zac max ping combo,0
1556,1556,1557,live youtube_ko,0
3601,3601,3602,hải phòng_bị bắt,0
3610,3610,3611,hát qquốcc ca,0
2296,2296,2297,ly ly t vs ly ly,2
2890,2890,2891,3k do a ngon vl,1
104,104,105,lù,0
2976,2976,2977,ấn độ time,0
5657,5657,5658,3 mạng đầu đánh ak,0
845,845,846,jamppi ko op = win,0
4920,4920,4921,style_out trình vãi cặc,1
7021,7021,7022,còn gì đâu,0
6619,6619,6620,đéo 3r,1
7665,7665,7666,ko cõ cung phong linh vấp r,0
4693,4693,4694,vl - 30,1
2700,2700,2701,vc định bắt flo trụ,1
6228,6228,6229,ôm,0
2660,2660,2661,ulti tốc biến,0
5271,5271,5272,dc m de o dame,1
809,809,810,cầm op toàn hụt,0
3709,3709,3710,khán_giả ngẫu_nhiên chương_trình sắp_xếp = ) ) ) ),0
7913,7913,7914,vãi lồn z,1
1756,1756,1757,evos ae ,0
5293,5293,5294,tự_nhiên ngon cơm đẩy bot da all,0
4955,4955,4956,nói tht nha ces đánh đần ác : ) ) ) ),2
7764,7764,7765,wukong ac vãi lồn,2
283,283,284,thử_thách ỉa 2022 2023 đi : ) ) ),0
601,601,602,"cơ_thiếu hoàng online , thua",0
4052,4052,4053,ngài dmg vl,1
3612,3612,3613,hát trông đau_khổ vl,1
2379,2379,2380,puck tướng,0
5409,5409,5410,khiên đen couter ',0
880,880,881,co min max k ck yeu,0
7,7,8,nip to vl,1
2461,2461,2462,sát quỷ đoàn vô_địch,0
6877,6877,6878,game hài đấy,0
1182,1182,1183,"giải_đấu 2022 vct stage 2 - challengers vietnam , giải_đấu việt_nam lựa_chọn 3 đội_tuyển tham_gia apac",0
3872,3872,3873,may gio ban ck,0
4065,4065,4066,nghệ_vl,1
5495,5495,5496,đùa,0
2333,2333,2334,non ẩu,0
3881,3881,3882,mds massage hả awesome,0
6696,6696,6697,duium . e đánh cc đánh,1
2447,2447,2448,ko nero newk bắn,0
452,452,453,fpx đi thống_trị giải,0
2998,2998,2999,awesome ae hater len bia . t bia nè,0
7022,7022,7023,toan,0
6900,6900,6901,toàn thần dùi : ) ),0
4539,4539,4540,tiếng anime = ] ] ] ],0
4377,4377,4378,smooya,0
503,503,504,thầy suốt dạy mấy trò ko lo phát_triển đầu_tư team,0
1463,1463,1464,bú đá,1
6132,6132,6133,,0
584,584,585,ko định_kiến mới_lạ,0
4256,4256,4257,rip mmr awesome,0
5129,5129,5130,k lụm sứ_giả,0
1398,1398,1399,bình tridodai : tướng team pick,0
4662,4662,4663,vẫy chuột ỉa,0
2955,2955,2956,am magnus ngài thở r,0
5076,5076,5077,đứng cặc,1
3185,3185,3186,chia_tay r block ?,0
1698,1698,1699,định_mệnh,0
4963,4963,4964,toàn huấn_luyện_viên onl : ) ) ),0
6179,6179,6180,mata,0
7141,7141,7142,hello anh_hùng,0
5962,5962,5963,ff đi,0
6455,6455,6456,cmay gae,0
7885,7885,7886,jdg đánh kĩ lật,0
5670,5670,5671,an_toàn dcay ',0
2292,2292,2293,nhanhhh,0
5240,5240,5241,đánh chán,0
10,10,11,nhìn tội vl : ),1
7605,7605,7606,khen xong quăng vãi cặc : ) ),1
2458,2458,2459,sát quỷ đoàn tanjiro ko ta : ) ),0
1919,1919,1920,heo,0
2022,2022,2023,đc kiểu mấy tk chửi : ) ),0
3915,3915,3916,"móa , tí ngài rupture vãi cức",1
7318,7318,7319,a đánh nhện đi,0
5028,5028,5029,"giao_tranh_hủy cmn diệt , anti bất_lực",1
626,626,627,seoldam team northception nhật,0
1715,1715,1716,30k ả,0
1362,1362,1363,thư anh,0
4230,4230,4231,lai dam no chu ak,0
2098,2098,2099,ly lông_lá,2
3415,3415,3416,đkm sờ lặc thợ masage awesome,2
3685,3685,3686,jbo cút ae,0
7246,7246,7247,hqua gân đàm đánh xém thua fl vcs mùa ảo ma,0
1509,1509,1510,chất tướng out chả win,0
7237,7237,7238,quá thở,0
3505,3505,3506,flash = ) ) ),0
6568,6568,6569,yagao ác ae,0
6942,6942,6943,spam k ?,0
3201,3201,3202,chúa_hề,0
5481,5481,5482,mày giết sp,0
389,389,390,haha,0
6866,6866,6867,hack r,0
939,939,940,m_diễn,0
1218,1218,1219,1 trận ? ? ?,0
5963,5963,5964,win nổi,0
5903,5903,5904,đánh ta,0
6928,6928,6929,lẻ kiểu bet kèo = ) ) ),0
3439,3439,3440,dự_đoán linh tibber tibe csgo vn,0
6478,6478,6479,ramut,0
2357,2357,2358,panda tsj team,0
6098,6098,6099,tội_thế,0
338,338,339,fnc derke kiểu 50 % sức_mạnh,0
5820,5820,5821,tao oke,0
7102,7102,7103,gam slayder trùm,0
4940,4940,4941,em sylas hãm,2
3959,3959,3960,"nể phục nhiệt_huyết lò_xo ko ngừng_nghỉ , y_như sơn lambo",0
7013,7013,7014,15 tr bay,0
5527,5527,5528,ad,0
5005,5005,5006,tele mấy thằng vàng_bạc blv online,0
1968,1968,1969,hq núp chán_thế,0
5733,5733,5734,bắt mid,0
8063,8063,8064,thằng cháu k gánh nổi,0
7468,7468,7469,cười,0
4312,4312,4313,ngài bảo off mấy,0
7518,7518,7519,đừng gank kiaya . . fail liên_tục,0
6743,6743,6744,đánh ngáo vãi lồn,1
7330,7330,7331,sông bơi a ơii,0
224,224,225,giàu_vkl,1
3012,3012,3013,"bấm like đê ae , hehe !",0
3589,3589,3590,goodbye suyễn,0
3403,3403,3404,đi farm đi,0
358,358,359,bnj múa tiếp,0
6342,6342,6343,ghê đấy,0
4606,4606,4607,tự_nhiên awesome,0
5223,5223,5224,quăng game,0
4197,4197,4198,phối hơp4,0
1320,1320,1321,ẩu_thế,0
7476,7476,7477,tank damg kìa dm vl,1
4025,4025,4026,ngài lì awesome,0
2880,2880,2881,25 stick giết,0
727,727,728,khu_vực phụ đòi 3 sl madness,0
3865,3865,3866,máu hề chảy jackz,0
645,645,646,dapr ?,0
149,149,150,la l z,1
7931,7931,7932,ồn_vcl,1
8027,8027,8028,out_trinh `,0
5654,5654,5655,hồi máu,0
6845,6845,6846,toàn mạng ko ?,0
7874,7874,7875,kết_thúc trận_đấu vcs : ) ),0
2026,2026,2027,hq ko,0
1602,1602,1603,vastomundo,0
1511,1511,1512,chết pha tức học máu,0
422,422,423,mistic cứng phết,0
6339,6339,6340,toàn hội_đồng,0
6092,6092,6093,địt mày,2
1144,1144,1145,tau hai vl,1
7289,7289,7290,long time k see,0
5324,5324,5325,def đi p_thui,0
6458,6458,6459,sủa vãi lồn,1
7691,7691,7692,mắt,0
978,978,979,"profile tem ifn đấy ae , thi_đấu chuyên_nghiệp",0
4262,4262,4263,round pistol ? ? ? ? ? ?,0
2640,2640,2641,trùm flo kìa,0
3884,3884,3885,mẹ ngài bảo đóng chặt cửa phòng vô_con,0
267,267,268,fake cc,1
4021,4021,4022,ngài lead đ ' thèm awesome,1
3759,3759,3760,làm sven đỏ off 1,0
5185,5185,5186,4 con_hóa_kỹ,0
7423,7423,7424,sneke god 4 avengers ? ? ?,0
2001,2001,2002,joker giày hộ_vệ,0
6043,6043,6044,bơm item,0
4668,4668,4669,vcc ss full hp,1
2456,2456,2457,sát quỷ đoàn,0
4957,4957,4958,"bọn hàn cấm vcs mih train server , trình vcs mih hạ tụi bây thần_tượng bọn hàn xẻng lắm",2
5600,5600,5601,đánh sp lun,0
